"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15307.78","-256.91","-1.65","12/28"
"東證一部","1475.68","-24.26","-1.62","12/28"
"東證二部","3276.82","-0.06","-0.00","12/28"
"JASDAQ","72.17","-0.13","-0.18","12/28"
"上海綜合","5261.56","-47.33","-0.89","12/28"
"上海A股","5521.49","-49.84","-0.89","12/28"
"上海B股","365.93","-0.93","-0.25","12/28"
"滬深300","5338.28","-29.26","-0.55","12/28"
"香港恆生","27812.65","442.05","1.62","12/31"
"香港國企","16124.72","133.24","0.83","12/31"
"香港紅籌","6111.20","117.50","1.96","12/31"
"台灣加權","8506.28","109.33","1.30","12/31"
"台灣店頭","154.47","2.74","1.81","12/31"
"韓國指數","1897.13","-11.49","-0.60","12/28"
"新加坡","3482.30","36.48","1.06","12/31"
"馬來西亞","1445.03","-2.01","-0.14","12/31"
"菲律賓","3621.60","-46.04","-1.26","12/28"
"印尼股市","2745.83","6.12","0.22","12/28"
"越南股市","927.02","5.27","0.57","12/28"
"泰國股市","858.10","6.04","0.71","12/28"
"印度股市","20300.71","13.72","0.07","01/01"
"澳洲股市","6421.00","0.00","0.00","10:07"
"紐西蘭","4041.38","5.37","0.13","12/31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2290.51","-0.95","-0.04","12/28"
"英國指數","6456.90","-20.00","-0.31","12/31"
"法國指數","5614.08","-13.17","-0.23","12/31"
"德國指數","8067.32","28.72","0.36","12/28"
"道瓊歐洲","4399.72","-4.92","-0.11","12/31"
"土耳其","55538.13","-160.29","-0.29","12/31"
"匈牙利","26235.63","-82.66","-0.31","12/28"
"奧地利","4512.98","-9.66","-0.21","12/28"
"波蘭股市","55648.54","-912.39","-1.61","12/28"
"捷克股市","1815.10","-3.10","-0.17","12/28"
"盧森堡","2419.28","46.03","1.94","12/31"
"義大利","29402.00","170.00","0.58","12/28"
"西班牙","1642.01","-8.21","-0.50","12/28"
"瑞士股市","8484.46","-33.73","-0.40","12/28"
"瑞典股市","1081.44","7.78","0.72","12/28"
"芬蘭股市","11598.42","1.87","0.02","12/28"
"挪威股市","422.08","2.43","0.58","12/28"
"以色列","1225.09","8.02","0.66","01/01"
"埃及股市","92733.50","557.16","0.60","12/31"
"南非股市","26250.29","-714.83","-2.65","12/31"
"摩洛哥","25631.19","150.71","0.59","12/31"
"約旦指數","7519.39","8.22","0.11","12/30"
"杜拜指數","5931.95","-69.03","-1.15","12/31"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13264.82","-101.05","-0.76","12/31"
"NASDAQ","2652.28","-22.18","-0.83","12/31"
"羅素2000","766.03","-5.73","-0.74","12/31"
"S&P 500","1468.36","-10.13","-0.69","12/31"
"費城金銀","173.32","-3.01","-1.71","12/31"
"DJ貴金屬","353.33","-6.21","-1.73","12/31"
"CBOE黃金","174.27","-3.19","-1.80","12/31"
"AMEX金蟲","409.37","-4.63","-1.12","12/31"
"AMEX能源","794.62","-10.19","-1.27","12/31"
"NYSE能源","15283.81","-193.77","-1.25","12/31"
"費城油業","301.61","-4.90","-1.60","12/31"
"AMEX石油","1559.70","-17.79","-1.13","12/31"
"費城半導","408.04","-1.95","-0.48","12/31"
"NSDQ金融","2867.41","13.40","0.47","12/31"
"NYSE金融","8300.68","17.88","0.22","12/31"
"NBI生技","834.96","-8.24","-0.98","12/31"
"AMEX生技","786.50","-6.16","-0.78","12/31"
"費城藥物","202.74","-2.34","-1.14","12/31"
"加拿大","13833.06","11.72","0.08","12/31"
"巴西指數","63886.10","111.72","0.18","12/28"
"墨西哥","29536.83","-163.36","-0.55","12/31"
"阿根廷","2151.73","-16.50","-0.76","12/28"
"智利","3051.83","-7.56","-0.25","12/28"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","9143.00","-93.00","-1.01","12/24"
"波海海峽航運","13603.00","-105.00","-0.77","12/24"
"波海巴拿馬航運","8277.00","-145.00","-1.72","12/24"
"VIX波動率","22.50","1.76","8.49","12/31"
"DJ交通運輸","4570.55","-55.02","-1.19","12/31"
"道瓊公用事業","532.53","-4.64","-0.86","12/31"
"歐洲公用事業","363.94","-3.91","-1.06","12/31"
"全球公用事業","8230.09","4.83","0.06","22:08"
"ISE水指數","88.15","-1.24","-1.39","12/31"
"道瓊水指數","700.78","-8.92","-1.26","12/31"
"NSDQ純淨優勢","654.30","-4.19","-0.64","12/31"
"純淨科技","1546.90","-21.27","-1.36","12/31"
"WH革新能源","270.24","-2.24","-0.82","12/31"
"WH乾淨能源","288.21","-3.63","-1.24","12/31"
"全球乾淨能源","3854.04","0.38","0.01","22:14"
"ISE替代能源","67.94","-0.97","-1.41","12/31"
"全球替代能源","4087.45","1.63","0.04","22:24"
"生物能源","674.35","0.21","0.03","22:24"
"AMEX環境服務","1027.35","-9.47","-0.91","12/31"
